43;80;129;3
142;65;150;143
124;122;126;90
85;10;33;1
52;88;44;67
37;69;147;44
94;110;109;40
148;88;117;138
113;12;130;47
70;51;54;66
100;30;45;39
73;128;56;54
3;21;105;116
90;130;122;21
18;123;22;87
106;48;140;25
132;31;78;109
63;101;118;76
75;89;117;128
60;46;29;99
54;142;114;36
116;3;91;136
41;32;45;45
64;68;36;112
146;116;83;99
69;11;34;150
18;99;28;16
94;8;75;48
49;80;5;112
56;61;65;21
109;66;76;101
36;82;67;52
148;90;141;121
62;37;110;106
11;148;137;7
20;60;77;111
124;70;142;13
47;139;42;132
66;40;121;54
30;44;40;9
41;133;63;73
53;87;66;48
117;97;96;93
121;43;88;42
80;118;9;95
119;77;147;90
147;53;37;80
2;135;61;101
91;84;70;58
74;123;41;132
8;17;28;44
7;81;102;78
127;66;72;5
32;93;88;19
111;136;35;134
95;58;145;10
148;106;37;96
125;36;126;39
128;24;90;19
130;15;138;7
120;35;43;125
72;67;24;135
95;137;56;4
86;11;68;31
42;5;19;30
110;52;79;77
115;60;133;78
70;112;116;121
22;117;131;5
14;28;72;98
53;11;54;89
21;122;52;140
89;77;31;140
49;119;22;148
49;62;57;56
79;9;16;111
32;79;128;24
13;102;70;2
76;42;58;145
128;88;148;93
73;142;42;87
73;1;112;51
124;73;103;98
97;146;101;76
114;81;15;14
90;50;92;18
100;150;59;17
96;73;119;59
134;68;48;116
31;54;116;44
4;13;68;100
58;58;139;96
143;89;38;11
4;26;26;98
148;99;22;130
61;120;59;140
142;54;129;72
16;59;101;124
30;57;87;23
92;76;110;108
44;75;8;36
111;16;94;48
15;57;26;58
112;40;20;144
48;1;140;50
135;54;9;90
97;12;130;12
11;108;63;136
115;89;53;63
141;61;37;52
146;87;32;83
7;64;21;5
54;118;13;142
8;39;76;100
14;47;15;60
131;121;107;90
58;21;66;43
90;124;101;140
49;108;54;102
31;149;33;50
125;55;110;123
110;104;67;141
139;112;87;66
106;30;94;2
79;42;72;75
29;93;149;99
86;82;106;1
129;23;128;18
127;131;28;132
78;58;21;4
84;38;13;97
113;120;12;6
104;139;80;68
134;50;61;28
72;119;25;101
101;33;57;33
5;6;111;25
51;53;27;83
85;113;17;36
142;124;61;129
110;19;78;17
126;77;138;34
96;21;149;52
149;10;6;108
22;22;72;137
13;43;99;27
90;37;40;107
108;91;148;12
103;35;48;44
19;38;142;13
119;107;113;6
31;124;48;64
39;147;110;22
68;95;20;50
134;84;139;90
75;115;137;109
67;48;46;150
89;27;3;147
3;93;145;36
104;122;133;26
4;128;44;125
133;19;65;53
54;43;76;64
147;116;54;2
128;23;148;139
27;73;40;125
91;46;75;101
34;69;47;12
85;77;53;148
13;10;52;139
130;36;45;34
67;24;77;98
74;30;33;138
6;78;94;36
131;91;103;142
77;76;82;48
148;49;33;139
142;127;67;6
112;1;20;126
52;5;93;132
116;52;131;28
106;24;73;126
59;49;148;7
105;79;62;25
57;19;14;149
102;92;134;130
147;65;92;145
107;97;121;130
28;115;140;130
45;121;86;61
35;70;140;132
122;59;66;88
141;17;3;83
86;59;106;131
30;10;50;128
121;148;66;9
109;33;139;84
57;6;44;117
150;13;94;39
11;60;20;40
106;72;51;20
67;13;124;38
25;109;11;113
96;124;8;15
26;116;113;142
97;16;58;36
44;89;124;9
127;43;144;18
131;120;131;89
17;56;71;21
52;102;119;91
99;62;75;6
26;60;93;74
4;83;54;94
100;74;90;148
88;70;129;136
50;53;4;5
81;23;3;20
111;20;129;146
81;149;12;41
25;60;123;71
84;15;26;98
17;13;52;63
140;77;6;64
147;113;116;114
30;85;60;79
55;120;48;125
44;38;58;139
7;141;49;60
32;95;99;76
143;4;30;8
132;122;5;2
62;62;27;91
29;23;32;91
79;140;98;139
19;136;56;44
96;105;46;3
74;102;3;36
89;113;49;41
129;117;108;87
93;67;125;23
79;146;53;4
28;81;35;76
112;89;58;137
5;11;73;125
41;24;41;113
59;80;103;121
34;40;100;91
37;127;31;9
147;84;20;60
59;78;70;72
143;37;3;2
83;6;11;76
38;55;87;126
31;116;27;31
132;83;124;54
134;25;89;62
20;55;29;5
24;83;54;64
95;16;148;25
20;130;4;90
96;77;131;54
53;89;72;71
115;27;137;49
35;140;43;92
78;60;94;123
31;92;60;113
6;82;9;8
42;120;2;1
19;133;125;45
120;12;72;95
124;19;121;4
69;93;82;31
108;146;68;106
126;62;26;120
27;133;124;71
15;16;35;70
120;3;130;105
100;146;21;75
147;107;24;100
136;110;144;109
86;14;116;11
78;140;26;83
110;6;109;129
26;104;106;112
103;124;3;17
124;108;29;108
115;51;54;40
106;48;21;140
118;105;123;8
44;46;63;107
122;64;85;72
129;40;33;102
20;119;26;113
80;92;142;138
80;89;139;2
14;14;148;61
130;17;4;35
17;13;22;74
142;134;145;118
139;16;135;83
122;22;72;53
94;25;29;62
62;51;118;47
69;145;135;101
103;31;68;148
103;48;14;34
120;143;60;84
133;117;72;23
137;107;105;131
4;63;43;114
37;147;100;125
49;21;113;41
146;41;49;148
115;149;47;28
99;64;31;91
59;3;147;77
51;76;113;58
47;40;125;82
107;1;82;139
125;84;25;137
49;150;51;44
27;111;29;65
24;131;101;8
78;135;37;50
15;13;76;16
21;5;71;116
30;86;10;140
117;118;71;139
124;21;101;134
122;34;127;84
121;15;88;7
93;123;44;121
43;114;6;7
149;134;79;31
49;137;4;135
141;97;119;79
137;63;132;88
76;2;83;31
68;115;115;82
148;116;101;28
121;52;36;33
65;113;74;23
64;70;41;7
137;63;132;113
66;84;95;49
51;36;45;102
16;63;36;129
146;147;54;138
10;3;148;100
76;71;13;59
137;61;84;97
112;79;133;29
150;71;87;14
78;50;134;130
141;31;8;121
85;37;2;13
150;28;103;16
120;96;53;50
93;102;74;54
22;96;9;53
99;11;5;14
18;24;143;105
23;64;140;21
47;40;84;126
124;57;81;65
122;130;68;10
66;127;106;141
144;140;93;41
20;77;71;77
7;65;17;127
101;67;38;150
47;144;147;93
109;135;88;111
33;47;115;27
62;70;67;135
36;43;73;12
75;111;53;91
138;48;104;92
127;48;24;117
37;108;92;22
55;46;90;25
85;52;38;7
59;81;74;45
14;48;94;122
127;122;140;140
43;118;134;40
42;146;19;6
45;137;41;143
139;141;41;111
137;114;92;82
63;1;9;38
128;42;10;76
125;55;16;76
22;33;48;32
75;101;116;22
104;62;124;114
108;42;121;67
123;108;134;20
30;10;116;119
104;117;60;46
105;83;7;24
117;144;22;49
75;97;39;8
46;147;105;14
54;87;13;25
31;83;95;73
26;121;41;111
129;141;72;14
98;83;101;37
118;102;60;82
67;110;140;98
110;40;133;148
94;148;105;134
9;11;86;31
59;53;38;101
80;105;33;22
139;139;6;8
74;130;99;136
66;28;74;136
136;134;96;131
146;74;119;88
102;126;6;40
26;141;52;85
18;142;128;136
146;1;1;125
88;75;44;52
106;121;44;136
70;9;15;41
139;25;4;87
115;17;117;100
136;78;45;80
101;62;71;39
79;103;22;49
109;117;126;106
101;110;130;122
58;71;149;133
2;134;54;104
74;116;70;123
118;119;87;75
89;135;26;11
56;52;20;138
52;59;49;95
149;78;22;4
149;115;150;133
38;51;122;42
53;12;45;84
73;68;13;53
4;6;49;127
96;6;83;96
91;137;60;41
69;41;63;28
42;11;115;38
88;68;132;39
77;62;16;59
134;5;2;142
96;74;83;107
143;5;83;33
58;71;42;36
54;138;9;10
31;102;100;51
60;97;27;148
148;127;26;42
129;85;60;28
96;145;79;77
106;117;17;47
148;150;78;127
57;16;25;128
116;59;138;75
61;78;119;11
103;16;94;134
9;20;111;31
108;95;106;69
127;50;116;141
81;115;113;31
107;28;32;94
127;90;15;1
79;102;21;27
61;15;79;9
148;113;133;134
135;89;74;16
78;22;59;7
101;145;58;39
49;72;2;128
144;81;16;97
1;116;138;134
18;128;121;130
139;48;45;60
95;74;50;106
32;77;30;75
140;96;53;28
44;24;75;13
30;100;101;96
114;37;51;141
131;2;81;78
29;93;79;141
146;127;74;73
39;71;51;140
12;105;60;128
20;37;70;136
19;133;119;132
103;100;34;117
128;36;22;112
20;22;5;129
55;37;63;107
59;52;83;58
132;83;86;61
59;116;94;109
6;75;134;107
91;38;35;70
12;17;117;37
133;150;30;91
94;40;106;2
142;71;136;64
56;54;136;91
27;94;41;88
54;100;100;134
141;59;7;51
77;98;32;28
59;80;26;12
105;44;143;27
135;39;90;11
28;100;36;72
58;43;57;84
98;92;80;69
10;33;87;102
140;95;10;48
146;37;95;38
8;46;25;42
97;69;146;61
136;136;7;23
139;114;100;8
134;129;67;8
93;96;132;31
87;98;14;116
94;35;114;144
4;20;104;110
88;132;88;51
87;125;101;144
112;101;20;87
8;68;122;72
87;147;132;149
55;106;70;144
90;85;143;64
110;103;49;19
137;1;95;22
12;39;56;45
148;116;138;147
76;8;14;53
71;63;94;68
121;105;87;87
51;26;4;1
110;122;58;50
146;40;5;35
141;50;76;45
58;39;73;101
117;61;124;36
6;129;79;116
142;46;111;9
11;61;96;118
26;42;50;137
144;27;145;139
143;10;28;77
60;37;4;7
124;6;104;128
4;62;124;29
108;24;121;128
59;130;56;93
67;3;139;15
55;110;83;37
60;116;44;53
37;63;134;5
144;36;72;118
139;125;19;5
87;78;97;133
13;22;91;36
129;13;58;134
6;142;67;68
37;15;58;73
65;71;133;34
135;24;57;94
31;103;11;110
61;12;94;5
89;123;51;86
37;134;32;105
88;20;120;114
148;43;143;76
119;39;28;84
61;59;112;74
18;16;116;84
74;56;130;135
107;122;124;109
54;20;22;122
55;113;130;148
49;131;109;19
30;67;85;125
46;95;118;72
128;112;98;26
17;13;25;58
34;115;125;135
43;46;108;21
97;75;114;9
69;36;99;125
17;90;50;40
84;77;133;89
82;76;70;79
62;22;108;30
27;51;22;98
80;90;81;11
44;149;68;85
91;124;125;90
21;143;33;120
64;115;7;112
41;15;121;99
17;18;11;7
96;60;79;36
127;130;121;73
45;87;32;20
39;132;6;116
98;107;117;106
3;75;73;76
35;93;110;129
144;149;27;88
31;33;58;147
9;141;76;42
27;26;94;28
137;51;54;71
139;9;94;71
136;47;98;146
28;137;23;86
148;46;150;98
80;20;61;22
34;20;110;28
29;11;69;92
39;104;9;43
138;80;143;129
134;116;116;92
106;42;107;52
61;26;49;55
35;21;65;68
108;136;103;84
62;82;113;53
20;95;56;65
81;111;29;134
13;66;11;75
61;130;29;49
10;32;27;107
42;2;133;21
28;18;23;119
79;41;113;78
126;23;65;50
21;11;68;129
63;37;142;121
144;91;12;87
106;76;89;27
77;107;112;147
81;90;132;38
49;95;149;54
35;131;89;108
50;3;29;46
6;3;65;2
24;13;25;59
85;138;7;94
43;7;82;100
55;137;1;125
18;107;135;52
57;91;94;12
47;102;100;42
134;106;128;29
62;35;107;3
39;97;21;131
12;63;142;29
114;58;113;104
115;73;114;81
137;45;56;67
10;104;11;8
139;105;7;72
92;123;84;36
106;110;134;31
36;60;124;52
105;62;106;23
4;87;38;64
121;89;56;113
139;80;96;23
80;141;37;44
123;49;113;133
144;134;25;66
112;121;114;88
18;67;62;10
140;81;83;112
4;102;83;70
65;6;126;133
95;30;126;9
122;119;18;148
121;140;81;28
19;1;132;130
74;109;55;99
118;116;121;38
45;71;15;27
116;1;10;64
5;11;37;72
70;120;116;31
4;55;38;140
1;22;134;128
41;139;21;1
8;119;15;17
123;65;98;66
84;133;106;136
85;99;121;111
99;92;26;105
41;73;121;106
119;141;19;91
42;123;122;34
76;107;50;74
85;131;6;24
95;145;27;92
139;131;37;46
40;16;98;110
147;44;59;124
144;22;47;137
72;6;22;87
115;12;11;103
27;83;105;71
122;34;126;89
133;119;76;116
92;18;138;46
35;120;94;85
104;149;113;68
129;4;77;74
12;116;46;86
97;123;142;79
19;20;90;79
83;33;64;149
94;9;57;2
77;121;74;113
75;132;147;49
81;135;81;137
114;56;38;88
67;132;53;73
144;87;22;53
59;118;141;61
127;26;41;32
147;46;5;42
64;55;116;87
76;18;37;48
74;25;33;1
18;87;94;22
149;2;105;136
68;111;32;131
61;94;145;68
148;23;41;144
107;124;73;120
50;10;69;43
149;116;43;77
111;72;130;146
42;79;15;29
108;124;24;61
52;140;102;46
64;99;98;12
121;21;14;37
28;70;123;98
130;35;50;20
97;139;96;146
35;83;56;108
43;87;86;53
8;122;46;10
150;115;138;81
129;144;93;94
53;118;62;108
33;22;135;137
5;95;146;133
81;90;146;109
114;8;45;139
66;141;72;38
66;51;127;110
3;12;144;17
21;73;91;85
117;142;148;148
126;135;42;131
30;7;115;147
88;137;94;121
52;65;47;35
34;116;65;95
36;38;66;113
32;67;50;17
19;84;73;19
75;42;3;34
3;11;2;118
111;6;9;125
52;129;19;44
5;90;117;149
137;3;119;82
1;80;18;80
101;64;18;115
90;135;9;112
60;147;127;150
124;23;15;8
116;10;18;62
23;60;108;139
126;124;78;140
102;44;128;86
150;124;145;33
23;41;48;55
117;57;10;69
51;18;113;51
71;69;148;105
66;65;132;35
91;8;61;120
18;15;105;102
121;15;123;148
142;72;105;4
17;43;136;118
37;10;48;47
103;142;40;130
37;10;51;67
47;52;93;55
106;103;144;5
107;72;82;20
144;89;68;68
3;111;106;67
12;17;60;149
141;107;50;111
74;146;115;19
55;128;99;84
142;68;132;121
47;65;147;135
77;24;27;94
102;25;2;136
23;112;94;65
138;108;70;11
138;125;123;82
63;134;147;86
124;66;95;89
58;123;147;129
70;21;123;13
43;90;148;130
67;98;136;112
96;36;36;28
