48;98;88;95;14;80;56;11
67;38;51;25;71;58;78;85
60;32;29;56;21;60;49;14
80;77;24;33;89;32;57;28
82;29;60;31;48;37;18;33
98;85;29;65;86;29;61;29
78;38;49;93;45;40;34;95
68;26;72;30;31;31;56;17
72;51;89;68;23;61;40;66
13;49;38;53;97;11;53;85
93;24;75;29;53;25;28;45
59;54;95;94;67;70;53;77
19;50;36;35;48;29;25;29
71;43;29;46;91;39;51;33
55;93;15;45;28;44;36;94
11;66;38;90;81;27;82;54
43;99;84;46;77;40;22;39
22;25;78;80;19;85;51;62
35;90;66;52;93;33;63;61
65;10;99;76;97;81;10;54
52;76;94;11;93;19;38;34
99;41;69;76;88;43;33;21
70;80;11;44;38;48;42;43
97;69;68;29;83;24;36;57
26;10;33;15;67;42;43;83
53;28;57;93;78;44;33;36
67;85;64;33;16;26;83;27
52;62;41;57;81;44;45;67
32;22;44;28;65;97;42;29
25;82;36;52;21;27;44;88
32;62;97;30;14;87;76;30
35;78;76;40;93;92;65;54
57;26;71;62;28;32;19;56
34;70;70;58;83;57;94;19
87;68;74;24;26;19;18;27
81;66;14;65;69;95;47;22
80;95;47;54;41;85;30;89
77;58;14;97;38;66;33;78
88;47;69;96;92;37;73;90
18;40;63;20;23;15;81;12
77;10;88;34;87;23;53;13
44;22;30;48;93;37;28;77
26;94;53;64;52;46;29;64
89;98;56;22;78;30;42;59
49;66;94;36;98;84;89;42
71;72;34;67;18;78;30;64
88;80;18;68;42;76;16;66
22;44;53;34;85;86;44;29
90;54;42;53;62;74;57;14
18;57;87;55;56;24;57;75
16;65;71;45;66;83;23;37
10;15;48;51;47;36;46;79
97;24;11;81;31;89;35;44
33;75;58;29;72;15;35;90
32;41;96;42;65;91;12;90
42;10;61;96;41;84;61;66
25;14;85;54;66;89;62;50
29;41;59;56;69;34;54;14
45;43;33;55;56;56;99;38
82;80;98;74;37;90;57;37
19;61;32;51;71;88;43;22
35;72;17;29;93;22;86;55
48;83;76;23;96;64;97;72
75;91;47;39;23;98;68;54
42;74;76;32;40;51;14;82
26;53;85;91;77;40;49;26
68;95;88;84;77;75;11;63
44;24;59;49;13;57;75;40
51;91;79;84;47;30;89;18
36;83;67;15;72;67;81;60
93;94;29;38;18;85;13;73
52;75;56;12;53;44;72;12
55;72;32;40;48;45;63;65
54;99;93;23;66;21;85;75
39;65;53;85;67;74;88;25
45;82;71;44;85;69;87;21
73;84;13;48;50;40;64;93
89;12;93;62;90;68;88;80
90;64;56;61;89;28;68;15
36;62;60;65;26;40;18;32
25;36;28;39;64;97;19;30
19;67;46;60;80;49;64;24
21;74;11;23;70;19;90;41
96;91;78;13;72;40;91;51
16;34;35;86;40;13;40;84
83;79;25;80;78;71;83;33
27;88;26;35;27;19;51;60
40;27;50;81;14;39;64;20
57;35;35;44;18;94;11;12
82;84;73;23;31;34;99;23
76;51;97;16;30;74;15;16
20;45;44;98;68;54;22;63
33;63;85;28;49;46;37;75
12;90;55;89;97;60;11;99
78;73;24;84;34;77;30;69
44;67;43;13;92;51;14;33
87;49;29;80;76;24;23;49
80;56;27;12;23;86;60;63
87;97;56;28;28;99;73;31
86;65;23;23;97;43;29;97
47;27;95;59;89;42;34;61
43;96;36;80;89;44;86;57
75;21;56;16;98;66;68;69
78;79;84;78;44;15;70;91
79;32;83;87;75;69;84;43
30;80;91;11;49;44;84;16
98;35;92;33;32;45;50;78
88;74;76;65;24;92;59;98
98;41;68;49;12;72;95;63
11;76;56;57;59;14;29;33
28;85;31;79;31;89;75;67
77;97;47;16;23;12;71;96
76;61;80;69;49;33;86;98
43;69;48;31;32;45;12;84
23;96;36;16;42;92;37;67
87;61;15;25;40;80;17;86
50;18;99;45;95;94;24;61
48;44;74;78;12;93;36;20
70;22;35;70;48;93;11;56
95;55;51;19;59;74;86;85
72;82;39;44;42;25;10;55
71;52;30;21;55;65;84;51
21;34;43;41;27;22;50;76
87;21;35;95;53;55;60;45
56;17;77;69;83;65;39;85
98;23;70;64;97;18;63;85
31;33;25;84;15;39;46;12
20;96;87;33;29;37;48;13
47;43;29;53;73;91;58;88
86;80;96;49;12;87;98;62
44;76;55;31;76;83;55;32
86;18;25;41;29;72;78;39
45;30;15;11;59;94;84;67
20;13;43;73;43;14;64;87
30;23;54;84;65;25;11;21
92;54;72;57;77;62;21;15
25;20;13;39;32;20;45;43
22;65;44;47;12;67;90;18
33;29;98;76;38;64;24;13
81;47;71;66;64;19;83;35
11;20;95;26;49;99;53;27
33;60;93;47;45;45;64;35
46;88;19;14;14;28;70;72
67;90;13;24;10;48;22;87
60;63;50;17;59;92;11;13
10;65;49;43;97;37;22;42
76;10;49;91;33;67;10;14
33;49;32;53;26;44;35;38
79;56;74;72;69;70;78;27
20;45;97;11;61;13;82;43
27;58;21;32;37;54;70;80
81;86;78;58;55;62;96;73
82;53;94;88;92;98;13;99
87;32;66;97;86;47;30;59
66;87;96;56;83;23;22;55
77;58;49;94;22;28;71;71
98;62;44;75;16;33;66;11
94;61;37;35;80;26;73;70
20;67;89;75;68;74;43;87
86;84;20;61;69;89;78;96
84;61;21;84;29;32;75;97
96;45;90;43;18;13;68;53
50;23;83;85;71;32;99;75
17;42;67;64;48;16;26;83
42;19;55;22;49;97;17;20
78;93;63;87;21;72;57;95
36;70;65;18;37;98;79;72
61;64;29;86;66;97;42;42
37;29;59;15;99;96;65;63
30;66;70;42;54;96;93;95
69;58;12;60;63;47;93;64
64;48;60;37;61;41;76;39
85;23;62;13;22;53;98;73
46;79;15;73;92;45;47;78
73;63;84;96;79;49;26;38
34;79;53;10;91;17;62;78
72;80;80;82;79;85;96;86
27;75;14;40;79;69;18;24
84;64;16;44;27;89;68;17
83;91;55;94;17;18;63;52
70;85;46;56;40;55;30;12
22;59;16;95;93;94;91;50
27;39;91;53;35;46;39;88
42;36;98;77;39;91;17;65
34;95;76;69;67;22;92;76
79;51;96;46;73;60;14;63
77;79;53;65;45;72;52;18
13;55;56;37;42;93;96;90
33;33;77;20;44;87;29;87
65;29;45;18;15;72;72;82
72;91;91;29;26;97;39;34
96;72;87;61;45;90;47;54
20;67;54;45;90;69;69;10
35;79;54;82;28;39;68;41
34;32;21;77;16;97;24;80
14;43;44;56;63;75;17;58
61;45;24;97;51;70;74;80
88;87;56;31;48;25;54;22
99;37;91;56;88;27;20;57
44;44;28;92;55;54;64;98
53;74;47;93;89;37;74;44
11;71;10;73;60;11;31;68
62;33;36;66;47;83;71;21
87;87;99;31;43;90;46;43
46;15;66;14;59;13;68;90
50;51;83;63;93;39;50;39
54;28;45;50;72;83;55;20
56;48;64;25;59;92;73;96
41;91;74;78;49;57;70;94
72;38;78;31;37;38;53;37
44;17;53;66;32;88;85;71
20;62;78;99;47;75;65;49
52;98;86;43;54;36;79;90
99;83;49;54;44;71;84;25
12;98;18;73;26;63;33;95
84;53;84;13;86;13;90;37
86;19;71;37;63;66;64;21
33;26;45;85;41;67;19;49
71;96;94;97;97;58;20;92
23;85;54;19;28;42;20;48
41;50;42;73;81;93;62;25
17;33;34;39;10;13;99;16
70;79;92;56;42;38;13;28
69;74;79;80;38;75;66;41
34;14;74;76;86;78;76;50
95;41;68;93;67;53;90;89
10;49;42;96;49;48;70;64
12;51;43;23;45;72;82;39
13;77;91;21;43;50;60;31
54;87;45;26;14;54;91;78
22;87;80;88;48;87;20;91
46;86;86;28;63;42;98;85
42;11;60;62;32;12;97;25
95;24;58;89;50;54;35;89
16;42;37;41;23;14;44;18
10;41;27;31;79;70;36;10
79;70;28;76;58;21;24;57
66;41;28;82;77;84;40;18
42;20;26;55;16;75;88;42
75;15;47;72;26;25;66;70
75;23;44;73;58;47;74;53
78;38;37;78;73;41;60;92
56;95;91;80;75;97;28;46
42;59;64;54;45;85;95;65
93;30;76;15;31;45;77;99
83;35;96;60;88;19;75;44
24;23;12;21;94;65;59;49
59;96;42;52;85;25;85;81
83;56;98;18;80;84;35;43
84;75;46;69;24;66;29;41
18;20;48;74;49;29;98;86
49;31;34;54;66;53;67;94
20;90;25;73;47;48;42;35
62;10;75;56;11;81;39;37
79;95;17;16;72;29;34;99
80;86;62;82;31;25;74;12
25;66;66;94;50;52;48;94
14;54;48;60;79;32;95;53
10;29;98;45;99;59;94;81
12;22;62;12;43;63;64;51
55;20;52;81;29;35;83;80
36;37;78;37;23;37;27;52
11;93;81;70;44;95;56;23
58;76;71;83;89;92;14;31
50;59;98;62;16;69;55;99
65;58;58;60;77;65;14;57
25;15;99;40;46;32;29;96
94;77;96;21;39;37;94;13
84;61;45;27;36;94;67;27
39;23;68;38;71;60;41;87
66;51;26;48;21;20;77;80
27;86;70;15;80;97;52;29
42;87;45;61;85;47;75;34
16;66;48;12;58;45;92;66
70;32;15;62;34;20;27;73
87;30;49;23;80;23;53;15
50;52;85;47;83;43;15;82
44;41;15;86;28;74;97;52
89;27;75;29;94;14;37;59
45;99;63;51;67;94;32;76
63;11;44;81;20;83;64;46
25;61;46;99;87;24;44;28
60;50;83;22;48;80;42;43
94;89;34;95;31;96;22;40
35;69;66;26;63;66;14;12
35;10;80;24;99;83;40;27
65;11;82;45;30;99;82;36
33;85;92;13;44;20;20;14
90;17;77;19;55;30;22;77
69;13;34;70;10;86;60;55
42;40;60;72;72;83;55;88
70;60;68;85;77;12;58;52
70;88;59;70;98;28;63;32
78;45;55;44;66;79;19;84
88;53;21;35;27;11;21;19
66;32;62;76;99;89;99;40
45;24;80;28;97;59;77;43
94;92;39;43;81;63;29;80
57;69;31;86;85;19;78;48
83;67;98;10;18;11;44;50
59;68;79;57;47;81;30;60
45;36;93;95;59;78;31;39
40;30;73;57;34;63;60;79
43;24;50;27;67;75;45;95
33;27;61;90;77;51;15;14
87;25;62;97;32;47;43;94
36;91;88;23;70;55;85;98
86;83;12;78;80;77;28;24
53;51;26;52;81;37;64;86
66;45;89;81;24;23;76;20
24;70;31;85;43;85;11;86
50;14;93;66;26;86;44;25
50;21;48;78;34;95;80;84
49;14;87;73;76;50;53;46
19;57;86;70;42;34;12;51
94;74;95;84;30;21;50;17
17;47;51;47;82;86;39;22
73;73;38;76;54;62;77;41
95;96;56;92;65;97;10;58
29;39;12;85;70;19;25;71
22;40;62;21;22;60;25;98
14;96;90;91;79;58;54;53
47;48;11;32;19;18;88;33
15;80;43;59;21;29;21;18
31;83;75;63;44;46;25;45
48;10;33;30;33;46;39;16
70;32;30;95;84;38;63;31
49;85;92;55;76;14;60;60
51;99;10;79;39;25;59;47
40;51;15;51;16;69;98;37
76;86;16;98;87;10;28;10
37;70;89;99;64;73;31;74
92;58;73;60;40;27;90;44
25;75;69;85;75;16;58;25
25;10;68;92;60;55;71;71
53;28;80;50;61;12;80;61
76;33;45;15;65;87;32;30
91;73;87;51;88;60;68;84
91;22;95;69;28;42;71;21
69;98;14;10;20;33;44;26
82;66;64;48;91;23;57;53
69;54;45;96;79;53;13;39
58;23;91;43;25;94;83;19
94;19;16;12;60;81;41;45
88;63;93;52;36;80;88;38
74;17;20;27;74;70;43;90
68;17;29;92;18;37;92;49
62;88;34;82;64;27;85;47
88;61;48;53;71;27;64;84
92;33;22;41;95;70;59;92
74;73;76;21;97;96;81;53
20;67;41;93;21;31;79;80
74;18;39;27;54;80;47;84
10;70;74;57;31;35;52;54
88;58;83;20;79;98;81;84
97;65;33;47;81;64;49;54
21;22;52;11;23;77;34;64
26;86;12;86;49;66;53;82
34;91;73;57;26;85;94;57
75;49;74;84;80;51;73;12
72;62;67;76;71;34;27;13
99;96;61;71;26;79;39;19
55;92;80;43;81;23;91;86
19;73;45;94;38;14;68;17
54;49;57;70;56;56;41;69
96;67;95;56;79;16;83;65
35;48;82;84;52;95;98;48
33;64;73;70;59;87;25;60
48;84;75;22;38;79;13;66
18;10;82;98;89;79;76;10
11;60;58;99;56;60;27;72
28;29;71;32;13;89;33;92
71;65;51;90;55;45;97;95
37;72;37;36;57;15;33;72
96;43;34;45;87;51;33;71
80;34;90;66;51;32;70;50
90;23;67;43;68;17;61;35
19;17;53;67;94;64;60;85
34;19;14;27;93;87;59;38
80;93;54;84;20;11;90;73
76;21;70;60;35;95;52;99
11;41;68;19;82;27;84;41
26;70;27;60;59;85;58;19
46;98;87;12;68;23;79;21
23;34;34;26;90;55;66;64
89;85;87;19;33;36;41;53
89;18;73;33;47;60;81;43
47;86;25;95;40;56;61;13
62;86;28;67;28;91;47;77
80;44;96;63;47;82;33;75
89;40;48;67;34;35;56;46
64;27;56;61;88;75;12;38
10;22;84;97;47;40;66;78
96;47;22;64;15;43;61;70
58;53;28;36;35;31;81;70
25;35;39;87;62;50;17;27
84;82;34;35;86;52;81;32
80;73;44;40;85;68;96;89
64;73;11;66;21;39;15;24
13;67;62;51;26;54;23;68
29;63;71;90;58;22;15;47
88;12;39;94;99;58;40;96
54;33;99;62;38;22;72;16
35;86;51;48;84;34;39;94
33;17;92;77;69;20;33;68
96;69;36;88;98;35;64;68
76;13;13;32;57;91;18;93
86;94;82;37;61;62;55;98
66;68;50;92;65;45;19;46
87;89;56;69;59;15;24;55
81;38;48;86;28;74;69;97
56;21;40;75;40;12;91;51
96;23;95;53;97;33;78;47
88;31;85;72;69;83;82;16
35;24;73;31;33;74;71;46
63;92;48;92;14;75;26;20
63;80;49;84;56;44;53;77
39;38;71;75;56;38;91;93
45;33;63;83;75;94;11;48
52;93;96;83;62;74;60;50
22;30;30;40;63;69;39;61
37;74;42;75;59;49;37;52
17;37;72;58;57;26;62;90
53;12;30;64;20;16;98;67
13;20;46;78;30;96;69;43
75;55;32;71;62;47;88;91
36;19;23;97;71;54;12;25
19;24;51;39;54;93;51;42
22;15;12;19;40;88;66;96
43;36;56;54;82;90;29;24
35;98;92;20;62;17;70;22
77;68;35;73;29;44;71;83
14;14;91;40;81;47;97;87
50;71;40;19;99;33;64;67
66;16;83;73;30;26;95;18
47;75;11;31;30;50;24;76
10;71;74;60;15;49;99;42
11;42;66;73;84;98;88;55
72;21;54;79;86;74;38;74
85;90;92;78;16;54;90;16
52;74;13;19;90;91;25;87
79;66;96;80;39;18;28;85
12;95;31;34;95;30;38;19
64;52;25;15;61;54;73;83
95;77;33;30;15;40;45;95
18;11;66;80;61;42;73;56
70;78;82;19;26;24;14;79
22;15;93;45;30;23;36;52
23;91;42;95;78;51;81;48
13;39;24;12;83;23;11;77
29;23;14;27;34;88;89;96
87;40;97;72;51;27;24;58
42;97;35;57;53;64;83;47
88;78;86;12;74;89;40;55
33;18;40;61;18;97;66;15
58;88;91;23;33;77;63;56
53;83;86;86;79;66;87;47
95;79;21;19;49;60;41;66
97;72;21;76;63;34;57;58
85;40;24;25;42;29;42;90
48;83;98;18;81;23;93;38
85;30;70;38;50;91;60;83
52;38;86;15;19;19;48;29
15;12;22;38;31;66;85;13
10;91;97;43;13;14;73;58
11;46;60;35;91;28;97;53
52;85;22;23;60;68;65;50
38;14;26;25;75;12;16;98
47;72;13;92;94;27;76;79
36;39;31;37;28;76;54;42
16;10;85;53;27;54;11;48
77;38;67;97;52;19;17;58
83;30;66;61;23;21;25;70
28;40;23;28;62;59;92;84
12;25;30;63;86;73;77;18
89;65;54;16;44;88;29;38
99;72;31;42;35;36;24;50
60;14;39;94;17;20;32;39
55;20;89;37;15;37;80;35
75;86;75;50;90;62;99;90
60;46;97;15;49;47;16;25
52;40;91;53;49;37;49;22
39;48;17;73;23;99;31;16
70;20;56;84;11;60;98;72
51;33;43;40;76;14;82;50
79;49;92;69;77;94;64;46
53;72;97;36;19;40;16;66
11;53;70;51;37;32;60;49
69;40;26;44;58;37;52;62
34;23;48;38;17;56;21;94
11;62;93;77;87;62;87;77
89;55;49;21;86;99;75;76
23;56;83;37;86;97;32;23
94;20;94;21;59;73;62;38
83;83;62;20;68;32;17;82
77;41;74;75;22;23;84;52
52;98;24;90;35;21;33;79
29;79;62;61;88;67;95;29
28;33;61;78;56;25;71;87
62;74;47;62;90;28;94;30
84;24;73;92;97;26;48;44
54;97;86;83;22;56;98;52
19;35;36;88;86;95;53;23
68;97;21;65;24;80;83;35
65;44;82;46;97;35;11;32
25;21;87;69;73;35;58;77
68;31;74;61;66;35;60;49
74;60;84;34;96;12;84;18
27;60;88;23;25;75;47;90
90;51;27;12;80;32;81;76
66;66;68;82;30;66;13;30
96;49;20;27;74;59;76;55
84;64;15;10;70;32;29;93
20;23;69;70;45;14;58;63
52;54;94;31;64;33;39;83
66;65;49;94;27;85;10;89
40;20;63;36;32;89;88;27
47;73;88;88;41;12;67;29
78;50;97;37;94;70;89;59
62;24;66;19;96;56;81;60
37;84;19;74;51;17;46;19
68;73;63;96;25;28;46;19
72;55;89;24;37;22;94;46
32;99;45;32;66;65;27;97
25;43;24;87;77;30;26;95
62;14;51;72;30;47;51;20
39;78;49;75;33;41;31;96
43;19;41;46;60;37;94;68
10;78;86;54;56;87;63;87
62;76;69;75;54;95;43;75
35;80;69;47;81;95;75;59
11;62;58;71;84;12;86;13
83;47;97;24;81;59;77;27
82;78;94;44;99;90;32;45
34;70;12;68;52;12;72;20
33;37;97;78;53;89;18;58
29;91;15;79;47;57;47;76
13;16;33;72;13;58;66;24
58;15;13;27;55;67;11;60
84;91;77;53;55;19;49;70
75;31;84;25;66;80;20;90
89;22;93;26;85;39;46;31
24;76;34;53;82;80;59;33
71;10;70;59;74;45;81;85
46;42;37;81;32;97;57;93
28;60;75;80;35;52;69;31
24;34;81;64;97;95;49;86
49;50;61;49;37;58;42;99
92;94;71;71;27;92;31;57
45;68;88;35;51;26;92;89
90;26;49;34;72;34;14;16
70;63;32;76;82;21;48;50
99;78;21;31;84;49;18;12
95;97;17;83;58;76;75;83
97;82;95;73;47;67;51;87
12;67;57;60;52;90;89;98
25;63;60;96;96;45;74;71
84;57;91;16;16;49;46;85
68;36;30;19;52;99;78;15
59;55;56;87;66;78;14;18
21;75;12;78;90;48;26;72
43;52;53;85;69;47;97;70
11;53;63;75;45;55;72;59
44;20;71;18;82;42;99;49
93;66;93;57;54;85;25;29
95;48;26;28;60;92;18;83
82;48;21;89;86;70;34;41
35;76;18;45;54;51;70;42
51;69;80;88;19;90;27;69
93;71;33;40;11;58;22;60
97;66;87;98;70;63;63;88
49;11;58;87;60;94;50;15
88;36;91;69;77;97;91;27
31;35;58;48;92;52;80;21
31;21;19;43;83;63;58;15
26;13;56;84;66;35;67;14
76;68;26;77;94;84;18;57
19;40;84;93;84;69;95;53
47;26;42;43;78;92;75;55
78;24;13;72;44;10;13;65
20;66;52;87;58;10;15;31
79;22;54;54;34;31;19;12
75;27;37;60;98;75;37;77
91;76;42;62;67;61;78;77
22;92;46;18;97;39;52;53
55;28;71;39;59;65;24;29
20;93;97;82;93;85;23;36
22;59;36;83;98;55;32;17
50;73;84;38;86;57;52;78
85;14;19;69;89;73;57;16
73;52;50;29;46;22;24;79
70;79;49;73;83;28;15;66
60;50;44;86;42;62;18;94
35;49;51;90;87;84;12;75
25;36;73;60;95;42;44;78
55;55;70;28;71;80;19;75
73;28;51;78;85;58;63;93
62;47;61;24;33;11;96;21
77;29;73;58;65;60;20;39
54;85;49;68;23;21;65;61
13;38;35;94;81;48;33;35
97;23;64;49;97;82;18;56
55;47;81;35;52;83;31;92
21;19;49;58;68;24;17;41
