32;67;19;68;47;51;115
35;56;78;103;131;157;218
18;30;80;40;76;50;79
42;71;61;24;19;70;113
26;87;88;25;24;25;92
49;73;19;47;87;67;133
89;18;24;27;88;36;100
30;79;78;78;75;85;133
32;57;75;101;129;153;193
78;97;122;142;161;180;198
49;73;103;132;153;176;238
23;51;22;67;62;48;75
22;30;29;62;64;74;115
56;68;35;70;56;52;111
69;24;72;67;72;21;72
32;50;71;93;114;141;201
20;18;76;79;48;83;125
81;100;129;147;176;197;258
86;66;31;41;43;18;83
66;61;88;46;54;60;80
35;61;87;110;131;151;186
69;92;121;143;167;190;212
85;18;27;79;19;43;89
44;64;82;100;122;145;215
25;23;65;73;72;23;79
36;46;35;32;46;79;143
77;82;26;90;82;48;110
61;87;112;131;160;179;229
65;93;111;132;152;182;216
67;88;41;88;35;52;107
64;55;19;74;36;48;91
70;49;42;57;69;37;61
83;50;30;57;27;68;132
79;98;118;147;168;193;263
48;50;27;26;70;20;67
33;68;66;66;29;65;112
55;70;86;65;21;62;99
54;84;106;132;153;180;249
19;43;26;28;20;30;81
48;73;95;122;151;176;226
65;81;63;34;46;44;97
72;91;109;137;160;180;205
43;32;43;56;56;74;142
21;31;18;67;43;53;82
20;89;40;44;64;63;84
71;100;121;147;175;199;248
26;52;21;90;90;68;92
40;70;91;113;135;165;235
21;51;52;49;62;53;115
58;75;52;73;88;45;65
25;53;62;65;35;34;59
28;81;27;65;58;57;98
72;22;27;58;46;27;49
19;65;62;83;78;40;88
23;22;54;69;70;70;123
25;63;65;20;85;28;53
66;93;119;148;178;204;231
54;75;94;117;137;158;201
81;79;20;34;25;66;97
51;81;48;54;34;89;110
40;71;60;86;87;60;88
53;26;32;61;69;23;50
21;46;64;89;112;138;177
47;40;80;30;20;87;128
75;69;40;28;59;51;98
34;45;52;77;78;24;43
75;70;72;90;19;59;111
44;55;26;39;61;87;154
33;52;76;103;122;141;175
69;87;53;45;43;61;121
78;78;60;27;33;80;102
66;87;116;139;166;187;254
24;35;21;56;56;55;98
19;61;35;77;62;79;128
62;37;70;29;61;55;105
71;96;115;142;171;200;267
64;22;23;82;79;24;91
24;44;64;90;115;137;180
21;21;18;50;38;40;67
29;48;77;101;128;157;215
50;40;65;43;47;39;105
36;86;21;42;64;38;98
37;56;31;32;84;43;80
76;24;75;25;61;20;65
44;72;96;115;136;160;210
38;72;77;58;54;32;52
80;89;50;52;52;42;66
47;67;79;57;82;87;145
52;67;65;75;74;56;124
68;65;21;62;62;70;126
54;85;29;38;74;61;94
66;81;58;48;63;63;125
66;85;108;131;155;175;235
64;46;77;43;61;71;94
88;76;71;80;61;24;75
73;29;23;47;19;79;133
37;86;20;84;55;31;81
23;45;74;98;125;151;192
26;55;78;105;126;150;196
82;21;52;43;29;28;79
27;64;47;65;22;29;93
63;66;25;47;51;70;129
57;45;86;27;58;64;83
81;76;24;74;49;63;106
57;34;59;60;70;42;69
34;38;49;64;71;34;74
36;65;88;115;139;161;188
63;90;109;128;150;174;196
25;23;41;45;67;80;141
30;55;79;105;127;147;202
70;91;120;150;175;200;259
44;35;58;22;33;30;78
77;43;53;55;88;79;149
51;69;53;33;37;57;109
77;100;122;140;166;190;244
79;43;43;71;70;44;102
39;50;86;42;19;28;83
62;22;44;32;53;30;94
64;88;118;140;158;187;234
56;23;34;88;39;31;59
47;63;49;65;25;51;80
69;70;72;72;40;28;55
57;61;57;27;73;40;98
70;81;32;23;47;24;48
74;94;112;135;163;186;252
25;48;35;62;78;19;42
20;18;82;68;85;40;101
74;70;46;86;55;42;85
50;73;82;70;74;26;93
73;24;69;32;58;48;71
33;60;83;108;133;163;223
86;71;60;50;55;37;75
89;107;127;155;175;196;227
81;62;33;34;73;68;137
25;51;20;42;67;26;75
22;62;57;19;58;63;131
41;32;43;75;29;74;113
18;57;74;21;56;50;91
68;64;59;18;40;44;92
76;90;90;40;72;42;101
60;84;78;54;77;39;99
63;78;19;41;63;31;62
32;62;58;31;20;90;148
27;45;74;96;123;146;176
61;43;54;83;55;18;77
40;38;62;55;62;76;115
58;88;51;81;58;75;121
43;73;75;82;64;28;91
76;46;50;77;60;61;98
35;79;66;32;33;63;107
18;28;44;39;71;74;100
89;22;90;86;75;84;146
25;65;65;32;77;63;119
90;22;19;68;43;58;84
44;60;51;69;51;46;95
46;30;36;46;57;83;109
52;30;48;41;29;77;132
86;64;72;88;43;50;114
87;40;27;30;72;85;111
55;21;61;60;83;79;110
59;25;24;49;31;58;85
18;56;30;74;62;66;107
83;31;34;62;20;19;87
60;66;68;80;22;31;52
51;29;29;45;52;23;81
77;87;19;82;20;85;129
54;33;67;72;67;57;84
58;31;50;51;53;72;110
27;20;68;22;77;67;93
74;101;123;145;173;201;248
75;104;132;156;174;199;234
83;21;21;29;40;25;57
75;21;48;27;55;79;97
67;28;59;45;84;79;102
63;28;68;18;39;28;77
68;21;65;58;69;86;146
35;28;36;69;48;31;94
65;48;28;26;48;78;112
54;85;79;21;31;20;53
19;70;68;71;31;65;115
33;20;38;45;42;63;105
87;86;22;87;45;71;134
62;84;106;135;165;193;245
62;35;18;42;47;80;140
45;63;74;89;71;62;114
20;18;52;34;50;52;78
43;71;76;74;36;23;61
78;102;120;140;169;192;224
72;90;73;29;70;57;127
52;37;20;56;39;68;123
68;92;119;137;158;188;223
29;49;34;30;62;52;88
50;60;41;64;18;66;118
23;43;68;92;120;144;162
63;89;115;138;165;188;254
72;58;85;59;72;26;82
49;78;96;119;149;172;208
24;33;90;63;31;34;100
20;49;78;103;122;140;162
56;21;80;47;83;21;57
20;37;61;29;82;63;130
89;47;49;71;59;83;140
63;85;60;44;28;42;101
42;32;41;82;63;70;127
90;29;35;50;87;26;47
46;38;23;42;65;83;141
79;64;23;73;20;44;104
56;53;90;38;32;44;68
87;44;75;58;48;75;108
19;43;73;101;130;153;211
63;42;61;77;41;31;56
18;90;42;74;29;87;139
77;106;128;148;175;201;248
61;83;113;131;154;173;238
59;32;47;47;31;54;91
86;66;49;79;77;19;66
37;70;49;66;73;87;142
57;47;50;38;21;21;72
48;24;35;35;87;28;69
65;55;39;85;74;49;78
80;110;132;155;179;206;247
79;29;86;24;49;90;109
26;55;77;104;133;154;186
35;90;56;34;24;79;138
55;82;22;63;54;50;68
36;23;38;41;41;31;95
77;56;64;20;60;86;113
79;69;38;76;75;45;70
61;71;72;45;59;86;112
50;31;75;77;73;51;74
79;100;119;142;167;189;213
40;76;41;65;88;53;102
45;65;92;111;131;156;177
61;36;59;55;75;51;120
47;56;48;38;61;86;132
32;75;58;72;86;42;88
22;70;23;83;54;32;51
33;84;43;81;44;59;115
29;36;45;86;47;33;78
56;55;53;60;76;82;104
46;44;54;40;89;55;123
36;22;25;32;44;84;129
71;90;108;134;163;193;241
44;64;90;109;129;159;215
56;70;24;43;19;83;104
71;43;43;48;44;80;138
62;80;104;133;162;188;237
61;81;110;128;153;173;204
29;76;25;24;19;23;85
34;90;23;36;36;84;103
83;112;133;156;177;205;254
72;41;79;57;70;53;84
20;75;58;68;25;80;115
82;33;45;78;68;77;110
43;70;89;117;136;158;199
48;19;66;42;68;43;62
54;51;51;59;20;77;100
47;59;51;65;79;58;125
36;40;87;57;61;56;79
52;82;44;25;45;20;48
36;27;64;54;55;45;85
65;88;64;76;59;23;50
32;21;71;40;51;84;142
62;82;108;127;157;180;233
65;91;112;137;156;182;226
72;55;52;80;21;69;92
26;84;52;64;44;63;110
37;30;82;58;45;23;41
31;68;22;38;46;59;105
55;85;104;127;151;179;247
42;28;72;38;59;30;59
38;34;37;50;79;87;114
69;59;28;89;34;52;105
69;59;73;62;28;89;150
39;26;79;42;56;46;85
22;80;65;63;76;74;103
76;65;59;38;83;62;113
57;75;77;62;55;81;112
19;64;85;43;88;44;79
85;47;73;28;19;90;133
87;32;28;59;38;40;74
78;105;129;157;177;196;236
80;100;122;144;168;194;217
44;64;82;24;65;25;52
24;31;81;60;44;53;79
33;79;52;71;45;47;117
38;32;66;25;29;53;122
65;72;22;43;30;62;115
86;27;43;84;36;86;143
60;20;54;33;77;43;94
72;25;49;89;18;73;110
62;46;53;78;25;26;87
22;48;52;24;88;85;125
63;77;66;50;78;27;73
34;65;53;74;35;26;94
64;73;47;35;52;81;108
43;18;64;84;22;48;101
61;85;76;87;75;25;59
60;83;107;130;149;176;237
48;90;78;80;50;69;94
48;67;90;116;146;168;212
27;76;74;33;41;27;93
29;23;54;39;76;63;112
56;62;82;21;18;85;148
69;99;128;157;183;208;271
73;42;31;73;24;20;45
58;76;81;56;32;70;118
50;53;64;37;25;58;112
85;67;34;51;77;22;60
22;23;90;87;40;69;139
60;20;77;80;71;64;124
22;43;73;93;116;143;186
49;49;59;49;75;63;128
33;74;56;38;62;63;131
47;47;76;36;63;53;117
67;86;112;139;168;197;243
90;80;53;51;80;58;119
38;80;26;59;23;36;60
28;69;65;90;29;90;149
78;57;78;77;54;80;129
32;44;68;75;23;74;143
87;61;73;18;76;62;117
84;35;25;56;48;65;103
78;59;49;51;85;88;107
29;39;28;19;46;36;97
58;78;50;33;46;78;142
62;26;72;50;71;69;106
74;82;58;58;66;63;118
29;68;39;51;62;26;96
75;24;63;59;44;38;97
78;55;36;65;60;58;104
51;79;108;130;150;170;236
80;28;87;65;34;70;113
68;72;46;72;57;28;80
79;80;63;87;81;54;101
72;96;124;146;166;190;246
61;77;43;26;30;88;122
90;116;134;154;172;199;237
76;95;117;138;167;192;223
53;89;23;40;34;29;78
45;75;97;121;141;162;210
54;88;53;27;58;82;104
48;89;34;18;35;64;123
83;88;49;22;57;65;108
82;108;137;158;188;211;231
40;61;81;111;140;162;212
73;90;78;31;19;63;101
66;87;112;132;150;179;221
30;44;48;29;44;19;87
51;45;24;59;26;25;69
69;62;72;28;31;28;96
73;42;58;18;65;68;88
71;45;86;66;85;19;37
68;44;67;34;22;62;107
20;75;34;35;25;74;113
62;71;66;65;70;78;115
66;32;18;35;28;26;95
60;53;31;72;44;66;104
79;81;76;45;83;76;111
22;48;56;19;37;28;52
39;49;37;61;48;74;119
77;49;71;41;48;67;105
59;63;65;56;64;61;129
65;29;66;41;63;53;93
40;86;78;30;83;57;108
59;80;27;53;37;84;128
34;73;19;86;18;26;82
36;65;85;105;132;160;201
26;20;50;27;65;35;68
60;70;21;32;54;82;122
78;100;127;148;175;204;234
66;80;57;80;49;43;96
71;65;79;20;60;25;84
18;50;35;60;64;20;89
63;62;35;79;87;78;130
27;50;88;30;25;69;120
48;82;45;23;61;49;110
30;48;59;34;43;28;59
65;58;44;69;90;61;95
82;70;45;36;88;29;92
80;20;53;57;89;68;128
65;49;59;73;76;54;80
65;76;77;87;27;44;87
71;83;73;87;61;27;96
68;18;31;81;37;39;64
82;88;60;39;46;34;65
82;23;63;34;28;24;94
44;38;30;28;78;27;80
31;52;64;90;48;75;125
68;26;61;23;60;61;119
48;49;34;33;82;87;148
44;75;38;38;64;40;106
63;87;109;130;155;179;244
69;67;24;49;76;89;135
27;71;27;57;57;29;88
73;86;66;84;78;33;67
42;72;92;112;141;167;215
26;89;84;88;72;57;91
73;92;120;139;160;178;242
76;81;68;46;25;36;105
18;67;85;72;90;61;124
70;67;50;76;35;77;110
41;64;87;110;138;166;220
83;51;27;80;44;19;70
87;58;30;33;46;36;80
82;69;26;79;80;57;106
21;54;70;75;83;40;69
47;61;19;76;55;40;97
60;61;59;63;40;28;56
23;50;77;95;122;147;205
89;63;72;66;62;79;128
35;53;76;98;124;147;174
33;47;59;88;44;64;86
84;25;76;82;70;35;84
58;79;100;119;147;173;227
43;62;92;111;138;157;195
49;67;89;109;139;161;212
24;45;67;94;116;137;181
67;36;24;33;90;68;100
43;59;23;54;52;45;68
33;82;45;52;22;40;105
24;48;74;104;131;157;200
80;89;78;46;37;81;123
57;85;103;128;148;168;213
21;82;42;57;25;71;107
31;57;89;81;58;27;61
49;51;37;70;48;77;125
76;71;47;63;84;87;153
21;87;22;20;18;64;126
72;64;44;73;73;53;102
78;96;118;148;178;206;253
85;61;24;72;37;78;126
89;46;50;68;42;50;108
27;67;36;18;59;51;88
21;73;41;58;59;40;94
51;33;41;76;74;88;148
23;43;63;93;121;146;178
36;40;80;71;26;57;126
70;55;69;34;40;49;117
45;59;55;47;77;76;102
67;56;70;33;28;79;142
59;61;25;47;65;80;130
81;36;21;89;72;45;108
63;19;72;52;85;59;126
35;50;45;54;26;69;122
61;28;75;82;28;66;114
34;49;86;47;60;34;59
61;60;25;78;55;22;40
62;51;81;80;73;46;105
60;82;105;123;149;171;212
67;29;20;72;66;86;129
84;68;25;40;63;52;113
63;81;41;40;51;78;135
25;23;90;31;83;84;147
23;53;83;110;129;153;196
79;56;70;56;67;59;90
75;74;70;46;18;71;114
35;39;36;37;69;31;62
19;56;27;69;48;51;120
85;23;75;88;35;86;134
90;43;31;86;48;71;108
52;88;87;86;68;51;90
77;20;37;79;51;69;94
36;44;85;62;73;24;48
82;73;58;57;33;84;149
79;103;124;150;178;198;228
57;33;75;35;23;57;80
70;87;86;63;65;30;78
89;69;53;74;36;47;81
80;32;57;28;41;60;127
27;44;19;27;71;20;42
84;82;81;50;68;29;69
20;47;72;97;119;139;194
59;58;19;84;88;28;94
42;67;87;110;131;161;211
90;52;50;21;81;20;83
65;60;69;70;62;47;101
22;50;39;21;43;61;87
54;59;19;74;77;82;143
56;84;106;129;158;186;206
34;42;30;22;64;76;129
71;80;71;37;51;29;50
83;65;77;43;90;20;48
77;25;76;34;47;33;84
37;24;73;79;69;85;128
29;18;72;61;51;22;59
62;19;42;38;46;58;107
41;20;37;55;51;60;121
25;80;59;23;18;67;86
71;29;48;52;45;63;88
83;113;132;155;181;201;256
58;83;113;139;162;182;200
47;24;78;74;70;71;119
31;55;67;42;33;40;107
64;45;52;71;37;18;52
24;50;76;103;133;151;169
34;90;68;33;75;83;148
24;29;86;89;25;76;134
59;44;80;68;62;41;98
37;80;82;85;75;34;54
47;29;74;21;52;32;81
67;83;63;35;35;24;78
48;79;20;52;84;52;84
47;33;87;32;50;81;143
88;23;62;40;69;83;133
57;18;89;66;44;67;89
20;44;69;94;122;140;198
58;76;106;126;149;172;214
23;55;85;78;40;81;126
78;70;40;54;49;35;104
25;55;84;45;35;47;91
35;41;41;46;22;18;59
79;80;44;62;20;68;129
86;45;47;27;72;31;97
51;83;35;37;28;46;109
21;88;44;73;26;61;123
61;39;34;87;24;29;72
34;86;28;39;59;23;49
79;53;68;28;67;65;130
36;57;19;20;72;67;122
45;89;49;71;65;19;70
81;55;35;24;80;42;82
44;71;92;111;135;158;203
55;78;100;119;140;162;195
70;71;24;23;28;58;90
40;58;37;25;20;65;83
86;75;53;70;28;50;89
61;29;35;38;30;49;107
82;75;54;43;70;69;100
78;104;133;156;176;194;212
82;71;43;85;51;62;116
68;78;54;62;41;65;127
38;63;91;118;136;159;226
75;74;34;82;45;47;86
38;50;89;54;31;89;115
86;112;142;160;181;202;247
52;42;44;42;53;61;82
40;71;81;21;30;40;79
58;27;27;61;51;71;106
83;41;24;24;77;79;137
73;26;82;54;18;30;66
84;20;51;83;64;63;85
89;46;64;56;68;34;74
35;24;47;51;66;30;72
60;59;48;35;78;29;60
82;87;79;28;73;22;52
90;113;141;161;187;214;265
62;24;90;49;56;38;90
57;42;85;79;57;62;132
35;25;44;64;66;68;125
86;88;25;77;50;65;101
58;87;110;140;165;191;258
49;77;104;134;161;181;246
27;19;51;63;50;50;76
71;59;78;33;41;79;99
83;63;41;19;85;39;90
69;25;83;50;59;81;144
19;78;73;26;21;24;76
34;49;76;82;61;68;97
18;74;80;36;54;84;153
49;32;49;28;32;53;113
78;97;121;140;161;181;240
18;56;85;69;66;74;133
78;18;32;80;27;21;75
48;82;80;50;52;31;49
72;30;81;37;41;78;147
21;64;80;53;71;19;72
27;46;46;27;27;85;110
26;42;46;39;89;53;78
18;21;49;34;57;79;120
22;82;75;21;27;31;62
33;54;75;104;126;146;194
48;87;50;50;90;86;124
66;81;33;59;50;56;116
77;106;134;159;183;213;240
52;79;106;132;160;185;213
28;70;28;71;68;37;78
33;32;76;20;34;20;39
37;31;26;52;20;48;84
22;63;86;19;81;88;151
57;81;85;78;83;80;101
50;62;65;67;82;28;64
27;37;50;64;29;64;86
56;59;76;75;68;28;91
48;39;33;62;20;75;96
34;27;57;18;29;22;42
52;21;28;39;64;51;101
18;58;39;85;41;34;98
74;56;69;32;27;62;121
34;61;79;107;126;156;202
59;82;58;87;36;76;127
84;107;129;147;169;197;234
50;24;86;80;87;56;106
48;84;55;52;23;77;106
50;39;33;40;20;19;44
36;76;50;44;90;26;76
59;21;22;64;62;35;97
73;19;81;87;43;85;110
60;25;78;50;54;78;126
42;47;53;52;26;55;89
81;68;27;54;56;46;98
70;100;123;146;174;200;246
83;111;129;148;174;194;233
44;19;75;18;60;69;101
50;55;82;61;25;33;58
64;86;18;45;47;77;144
47;64;38;23;18;33;99
76;58;83;51;42;34;87
62;65;64;72;51;45;80
43;70;67;51;52;31;90
43;62;85;113;136;166;217
61;85;111;137;166;187;208
74;96;118;139;161;191;237
36;77;31;30;68;67;123
87;89;75;42;20;82;123
59;40;40;56;59;66;131
52;42;64;75;73;71;90
34;63;83;104;127;157;227
62;56;35;59;48;88;135
26;55;79;99;122;142;192
60;89;115;135;154;178;200
46;53;86;41;48;30;84
86;56;86;59;37;61;111
21;22;49;43;50;18;45
76;86;38;45;22;60;96
61;82;110;129;158;185;211
47;53;34;20;36;33;61
31;66;30;58;49;79;147
71;61;77;76;72;70;106
45;77;30;67;84;31;60
52;47;18;43;49;68;112
54;64;35;63;80;72;123
38;64;89;108;127;157;192
78;87;42;33;72;74;113
31;51;88;24;67;26;84
59;67;18;77;21;28;67
35;60;83;111;135;153;210
40;62;82;108;133;154;201
34;55;43;41;59;51;111
74;43;34;56;23;76;144
49;20;28;51;79;87;150
20;41;21;83;24;57;109
43;71;89;117;137;162;202
35;18;62;24;80;72;97
63;27;32;76;32;49;82
76;48;36;77;78;43;70
88;30;60;87;86;48;102
82;36;67;79;31;37;101
52;77;27;20;61;72;113
78;86;75;88;28;48;101
65;51;74;82;19;34;68
48;72;94;115;143;162;202
24;83;87;77;73;29;97
23;77;48;19;21;78;118
23;49;73;98;126;145;199
43;33;82;33;25;88;158
61;60;52;85;73;76;125
88;45;66;53;29;86;138
88;108;128;151;172;202;263
77;96;118;138;158;183;217
23;86;58;66;33;80;148
24;47;64;53;47;64;127
88;34;57;74;24;44;114
56;64;65;28;19;88;151
88;72;30;50;57;64;97
81;52;26;26;74;86;143
19;52;34;53;74;33;101
54;69;63;72;31;66;111
71;89;113;143;167;196;236
65;43;78;43;36;35;91
41;64;73;23;86;70;114
59;69;26;76;57;58;87
72;71;44;31;83;63;125
41;63;37;88;51;80;130
85;86;78;32;60;31;88
62;45;52;19;23;67;121
84;40;48;63;52;31;61
63;24;63;75;53;34;80
79;52;22;49;61;50;113
54;30;60;72;23;28;85
38;82;41;89;60;68;116
27;40;83;41;64;40;62
38;56;64;86;51;61;115
89;115;137;155;185;214;279
61;61;43;58;57;37;74
72;100;130;158;178;207;236
84;58;78;28;59;38;73
37;64;82;104;123;147;212
79;81;26;78;24;85;140
83;38;52;47;38;49;79
46;60;62;51;59;22;63
57;77;38;62;32;83;148
38;51;22;39;36;23;51
40;85;49;75;66;53;104
57;30;81;53;29;70;117
70;72;72;30;85;30;91
28;61;89;82;45;27;94
83;55;28;78;41;76;101
66;65;27;84;20;64;105
73;60;31;67;54;72;130
79;107;134;152;182;203;225
61;51;34;69;62;40;88
82;30;41;51;67;53;102
23;43;66;89;115;133;162
54;28;41;68;89;85;121
58;88;81;67;37;23;77
88;76;82;33;39;78;145
75;34;57;28;59;32;88
35;77;56;88;81;25;53
